cid,Probability of nonactivity,Probability of activity
451908,0.37568986,0.62431014
131888287,0.37569398,0.624306
3002157,0.37625074,0.62374926
54256130,0.3763135,0.6236865
13989345,0.37735987,0.62264013
91668407,0.3775717,0.6224283
2999329,0.378168,0.621832
135538691,0.37839293,0.62160707
121486892,0.3792581,0.6207419
350834,0.38011414,0.61988586
14310478,0.38022566,0.61977434
22791353,0.38092,0.61908
91483617,0.38098425,0.61901575
136242428,0.38122588,0.6187741
135433495,0.38122588,0.6187741
135800805,0.38122588,0.6187741
452096,0.38142407,0.61857593
14430362,0.38142407,0.61857593
131857992,0.38150626,0.61849374
136238394,0.38154167,0.61845833
135455558,0.38307065,0.61692935
135459781,0.38307065,0.61692935
